earnq1,earnq2,earnq3,earnq4,earnq5,earnq6,earnq7,earnq8,earnq9,earnq10,earnq11,earnq12,earnq13,earnq14,earnq15,earnq16,treatmnt,dsgn_wgt,white,black,hispanic,eng_sec_language,havekids_at_bline,male,educlevel_at_bline,hsgrad_at_bline,ged_at_bline,everwork_at_bline,wrk_lyr_bline,mos_wrk_lyr_bline,earn_lyr_bline,wage_bline,anywlfr_bline,alcohol_bline,arrest_bline,jail_bline,participate,voc_in_jc,work_wk48,pct_wks_wrk,logwage_wk208,wagenotmiss,attrit,nomiss
45.069229,195.3,30.046154,0,0,0,0,0,0,0,0,0,0,0,63.320068,117.46983,1,9.3076916,1,0,0,0,,0,11,0,0,1,0,0,0,,,1,1,0,0,0,1,56.25,1.6389967,1,0,0
169.23077,156.63461,78.75,78.634903,77.253754,144.69749,199.21846,119.53107,0,155.61026,254.13011,197.08948,0,80.504021,32.201607,273.71609,0,12.496587,1,0,0,0,1,1,12,1,0,1,0,0,0,,0,1,1,1,0,0,1,61.53846,1.7917595,1,0,1
163.98846,170.96153,217.60001,128.13724,304.98367,221.62317,85.239677,0,0,174.85638,252.57034,124.53277,112.64708,112.64708,112.64708,112.52773,0,19.994539,1,0,0,0,0,0,12,0,0,1,1,12,5296,4.8499999,0,1,0,0,0,0,1,76.92308,2.0014801,1,0,1
,,,,,,,,,,,,,,,,0,12.496587,1,0,0,0,0,1,12,0,0,1,1,,,7.5,0,1,0,0,,,,,,,1,0
304.61539,0,67.692307,219.67847,215.82001,374.28925,421.82999,421.22186,413.92404,413.92404,413.92404,437.17966,485.21967,485.21967,485.21967,484.7056,0,12.496587,0,0,1,1,0,1,13,0,1,1,0,0,0,,0,1,0,0,0,0,1,85.096153,2.1400661,1,0,1
,,,,,,,,,,,,,,,,1,9.3076916,0,1,0,0,0,1,12,1,0,1,1,1.25,850,4.25,0,1,0,0,,,,,,,1,0
57.21154,148.75,80.096153,30.807692,102.62769,513.51575,549.35999,560.41553,402.81696,213.25604,308.0365,307.76074,304.45157,210.77415,177.10884,316.13141,1,9.3076916,0,0,1,0,0,0,10,0,0,1,1,6.75,4806,4.4000001,1,1,0,0,1,,1,85.096153,2.0794415,1,0,0
0,0,0,401.23621,39.436199,294.29999,22.638462,342.85498,336.91492,336.91492,336.91492,336.61331,21.734896,0,0,0,1,9.3076916,0,1,0,0,0,1,11,0,0,1,1,2,1600,5,,0,1,0,0,0,0,43.75,,0,0,0
0,0,0,118.57644,142.99962,84.622566,228.6711,228.34143,224.38535,224.38535,224.38535,139.12927,160.42386,166.92674,165.66988,177.86641,0,12.496587,0,0,1,0,0,1,9,0,0,0,0,0,0,,1,0,0,0,0,0,0,36.21188,2.1972246,1,0,1
0,0,0,129.25961,84.894234,0,0,0,0,97.186996,178.93515,26.212721,0,0,0,95.040314,1,9.3076916,0,1,0,0,0,1,10,0,0,1,1,,,,1,1,1,,1,1,1,24.038462,2.4680996,1,0,0
116.92308,46.76923,0,0,0,18.110769,364.06763,355.25665,370.60641,375.35385,128.27505,0,0,0,0,84.296371,1,6.4670324,0,1,0,0,0,0,10,0,0,1,1,2,960,3,1,0,0,0,1,1,1,36.53846,1.7491999,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.4670324,0,1,0,1,0,0,12,1,0,1,1,3.5,1680,6,0,0,0,0,0,0,0,0,,0,0,1
65.769234,263.07693,292.0979,0,0,21.12923,211.29231,274.284,269.53195,207.33226,196.9538,47.627182,208.40294,387.03403,387.03403,386.62399,1,9.3076916,1,0,0,0,0,0,12,1,0,1,1,10,7653,4.25,0,1,0,0,0,0,1,63.46154,2.3194423,1,0,1
132.70248,167.0016,169.2133,.e,211.97217,231.84247,0,22.426315,144.39211,144.39211,33.321255,.e,.e,.e,283.67474,282.24969,1,9.3076916,0,1,0,0,0,0,11,0,0,1,1,12,12720,5,1,0,0,0,0,0,1,51.000851,1.8718022,1,0,0
0,0,68.123077,294.76855,222.76247,109.40392,355.56274,355.05014,348.8988,268.3837,44.428341,0,0,0,0,0,1,6.4670324,0,1,0,0,0,1,10,0,0,0,0,0,0,,1,0,0,0,1,1,0,38.46154,,0,0,1
0,0,0,0,0,0,0,149.7084,319.88406,159.94203,367.86667,324.14594,184.42738,0,91.335464,148.26288,1,9.3076916,0,0,1,0,0,0,9,0,0,1,1,1.75,1428,4.25,0,1,0,0,1,1,1,39.423077,1.8718022,1,0,1
0,0,0,0,0,0,0,0,61.551765,0,26.379328,0,0,0,0,0,1,9.3076916,1,0,0,0,0,0,9,0,0,1,0,0,0,,1,1,0,0,1,1,0,4.8076925,,0,0,1
0,0,0,0,0,0,0,170.79036,218.3653,412.96143,159.79393,244.35588,164.66731,91.481834,0,181.18748,0,12.496587,0,0,1,1,0,1,10,0,0,0,0,0,0,,1,0,1,1,0,0,1,34.615383,2.0476928,1,0,1
,,,,,,,,,,,,,,,,1,9.3076916,1,0,0,0,0,1,13,1,0,1,1,2.5,1920,5,1,1,1,0,,,,,,,1,0
0,54.923077,57.115383,38.076923,18.110769,174.88211,252.6075,252.24332,247.87312,247.87312,247.87312,205.48523,221.02013,309.20862,309.20862,71.355835,1,9.3076916,1,0,0,0,0,1,9,0,0,1,1,4,1679,4.25,0,1,1,,1,1,0,60.096153,1.658228,1,0,0
0,0,0,0,77.725388,202.086,202.086,201.79465,198.29849,198.29849,198.29849,198.12097,195.99069,195.99069,215.01891,247.10481,1,6.4670324,0,1,0,0,1,0,12,1,0,1,1,12,10710,5.25,1,0,0,0,1,1,1,71.153847,2.0053334,1,0,1
.x,.x,.x,.x,0,0,0,0,0,0,0,0,0,0,0,0,1,6.4670324,0,0,1,0,0,1,11,0,0,0,0,0,0,,0,1,0,0,1,0,0,.x,,0,0,0
137.5,137.5,137.5,375.92172,387.9025,310.25256,388.71075,426.11978,418.73712,418.73712,418.73712,647.39014,659.32788,659.32788,659.32788,658.62933,1,9.3076916,1,0,0,1,0,1,8,0,0,1,1,7.75,6955,4.25,0,1,1,,1,1,1,100,2.1102133,1,0,0
280,280,280,279.59076,274.67999,215.51816,282.52802,282.12067,277.23285,277.23285,156.57288,0,0,245.68239,379.39346,0,0,12.496587,0,0,0,0,0,1,8,0,0,1,1,11.75,9870,11.666667,1,1,0,0,0,0,0,74.519234,2.1972246,1,0,1
0,99.519234,258.75,258.37183,253.83376,303.3739,264.87,264.48813,259.90579,159.94203,0,0,131.73384,270.78625,281.76407,332.64108,1,9.3076916,1,0,0,0,0,1,11,0,0,1,1,7.75,8242,5.5,0,1,0,0,0,0,1,68.75,2.0794415,1,0,1
126.92308,50.76923,247.38461,255.62584,256.87106,333.54001,686.70001,352.59427,385.04562,385.04562,385.04562,384.70093,564.6991,109.77821,400.73334,689.99268,0,12.496587,1,0,0,0,0,1,9,0,0,1,1,8.25,8494,5,0,1,1,0,0,0,1,80.28846,2.5257287,1,0,1
0,0,0,73.031998,150.01753,162.99692,0,0,0,0,0,259.67313,256.88101,256.88101,256.88101,256.60883,1,9.3076916,0,1,0,0,0,1,11,0,0,0,0,0,0,,1,0,1,,0,0,1,46.634617,1.9095426,1,0,0
0,0,0,0,0,0,0,173.86192,370.79895,142.61497,239.11545,264.50613,278.35593,282.73718,.e,293.3114,0,12.496587,0,1,0,0,0,1,9,0,0,1,0,0,0,,1,0,0,0,0,0,1,40.383442,1.7917595,1,0,0
172.58061,22.001642,164.76923,156.91689,7.7876306,142.62231,0,0,69.234169,450.02206,450.02206,569.20209,559.42975,559.42975,559.42975,301.23138,0,12.496587,0,1,0,0,0,1,10,0,0,1,1,12,22180,14.814815,1,1,1,1,0,0,0,68.269234,2.1400661,1,0,1
,,,,,,,,,,,,,,,,1,6.4670324,0,1,0,0,1,0,11,0,0,0,0,0,0,,1,0,0,0,,,,,,,1,0
0,0,0,0,0,0,0,60.932915,69.97464,0,0,256.27509,101.43506,0,0,0,1,9.3076916,0,0,0,1,1,1,11,0,1,1,1,.75,1890,8.75,1,1,1,0,1,1,0,12.980769,2.0412202,1,0,1
,,,,,,,,,,,,,,,,0,12.496587,1,0,0,0,1,0,13,1,0,1,0,0,0,,1,0,0,0,,,,,,,1,0
0,0,0,0,0,0,0,75.17868,192.52281,192.52281,162.90392,0,0,0,0,0,1,9.3076916,0,0,1,0,0,1,9,0,0,1,1,1.25,787.5,10.5,1,0,0,0,1,1,0,20.192308,,0,0,1
,,,,,,,,,,,,,,,,0,12.496587,1,0,0,0,0,1,11,0,0,1,0,0,0,,,1,0,0,,,,,,,1,0
0,0,0,0,0,141.26401,204.048,203.75383,184.8219,0,0,0,0,0,0,0,1,9.3076916,0,0,1,0,0,0,10,0,0,1,0,0,0,,1,1,0,0,1,1,0,22.596153,,0,0,1
42.653847,127.5,190.96153,93.46154,0,0,160.73308,105.64616,0,0,0,0,0,0,0,0,1,9.3076916,0,1,0,0,0,0,9,0,0,1,1,4.25,2730.5,4.3000002,1,0,0,0,1,1,0,25.48077,,0,0,1
0,0,0,0,5.8860002,275.73645,323.54114,.e,.e,.e,.e,396.9845,393.19415,398.5126,389.65912,394.60736,1,9.3076916,1,0,0,0,0,1,12,1,0,1,0,0,0,,1,1,.98792344,1,1,1,1,61.980999,2.1575594,1,0,0
467.00308,400.46768,276.92307,358.94769,377.30768,587.5058,431.64001,431.0177,431.56198,475.62686,484.08636,505.28448,501.20337,501.20337,589.39185,639.27173,0,12.496587,1,0,0,0,0,1,12,1,0,1,1,12,19548,9.5200005,0,0,0,0,0,0,1,96.153847,2.5649493,1,0,1
.x,.x,.x,.x,0,0,0,0,0,0,0,0,0,0,0,11.104225,1,6.4670324,0,0,0,1,1,0,11,0,0,1,1,.25,224,6.4000001,0,0,0,0,0,0,1,.x,1.9810015,1,0,0
0,0,0,0,40.749229,0,0,0,0,0,68.597359,197.26184,0,0,0,0,0,12.496587,1,0,0,0,0,1,8,0,0,1,0,0,0,,,1,1,0,0,0,0,8.1730766,1.7137979,1,0,0
97.57692,97.476921,309.20001,308.29617,303.3252,334.11349,343.35001,342.85498,336.91492,336.91492,333.06448,286.60217,283.52051,283.52051,283.52051,283.22012,0,12.496587,0,0,1,1,0,1,8,0,0,1,1,3.5,1480,2.2222223,1,0,0,0,0,0,1,93.75,2.008214,1,0,1
,,,,,,,,,,,,,,,,1,6.4670324,0,0,1,0,1,0,10,0,0,1,0,0,0,,0,0,0,0,,,,,,,1,0
0,0,0,0,0,0,0,23.814686,273.33081,177.71336,205.72543,310.84262,15.076207,0,0,0,1,9.3076916,0,1,0,0,0,1,10,0,0,1,1,3,2760,5,,0,1,1,1,1,0,46.48716,1.6389967,1,0,0
747.69232,810,810,807.63232,658.77924,353.16,325.99384,387.91592,392.38721,361.46704,353.76068,692.46167,685.01599,685.01599,685.01599,684.29022,1,9.3076916,1,0,0,0,0,1,11,0,0,1,1,12,8750,4.25,1,1,0,0,0,0,1,98.07692,2.7080503,1,0,1
0,0,0,0,0,0,0,0,0,0,88.856682,0,0,28.805801,260.189,0,1,9.3076916,0,0,0,0,0,0,8,0,0,1,0,0,0,,,1,1,,1,1,0,8.6538458,1.8245493,1,0,0
0,203.07692,332.30768,153.20308,227.89384,131.30307,146.39539,235.10057,231.02737,210.59035,219.92029,230.82056,228.33867,228.33867,228.33867,286.66125,0,19.994539,1,0,0,0,0,0,12,1,0,1,1,8.5,4608,4.5,0,1,0,0,0,0,1,89.903847,1.9459101,1,0,1
0,231.69858,.e,.e,0,0,0,0,0,0,0,0,0,0,0,0,0,12.496587,0,0,0,0,0,1,10,0,0,1,1,3.75,4725,5,,0,0,0,0,0,0,57.63966,2.1972246,1,0,0
0,0,0,31.693846,206.00999,186.20134,0,0,0,29.618895,74.047234,0,0,0,0,0,1,9.3076916,0,1,0,0,0,1,11,0,0,0,0,0,0,,1,0,0,0,1,1,0,16.346153,,0,0,1
0,0,0,0,22.638462,7.546154,51.615692,8.6026154,0,0,146.81715,137.28357,237.70641,309.01834,309.01834,319.60217,1,9.3076916,0,0,1,0,0,1,11,0,0,1,1,5.75,2235.5,4.0500002,1,1,1,1,1,1,1,34.134617,1.7578579,1,0,1
,,,,,,,,,,,,,,,,1,9.3076916,0,0,1,0,0,1,9,0,0,0,0,0,0,,0,1,0,0,,,,,,,1,0
0,0,106.5,460.151,449.14706,443.41199,443.41199,442.77274,435.10156,435.10156,435.10156,821.1441,812.31482,312.42877,439.11282,475.20157,0,12.496587,1,0,0,0,0,1,10,0,0,0,0,0,0,,0,1,0,0,0,0,1,75.480766,2.6553524,1,0,1
,,,,,,,,,,,,,,,,1,9.3076916,1,0,0,0,0,0,12,0,1,1,1,9.75,7070,,,1,0,0,,,,,,,1,0
0,0,0,0,0,0,0,0,0,118.47558,8.5154324,178.62587,218.82455,218.82455,218.82455,185.15924,0,12.496587,1,0,0,0,0,1,11,0,0,1,1,7.75,2480,5,0,1,0,0,0,0,0,33.173077,1.7491999,1,0,1
163.38461,180,180,179.47385,176.58,231.84247,233.65694,237.24126,237.05046,239.2009,262.07144,274.44098,456.67734,456.67734,456.67734,456.19348,1,9.3076916,0,0,0,1,0,0,12,1,0,1,1,2.25,1377,4.25,0,0,0,0,1,1,1,100,2.4849067,1,0,1
,,,,,,,,,,,,,,,,1,9.3076916,0,0,1,1,1,1,10,0,1,1,1,4.25,2380,4.25,0,1,0,0,,,,,,,1,0
0,156.92308,233.04361,208.21216,169.68192,0,0,0,0,0,0,0,0,0,0,0,0,12.496587,0,1,0,0,0,1,10,0,0,1,0,0,0,,0,0,0,0,0,0,0,20.673077,,0,0,1
0,0,0,0,167.52461,435.564,381.23169,376.16092,387.23743,407.76331,125.46564,186.59903,248.38417,538.16571,538.16571,537.59552,1,9.3076916,0,1,0,0,1,0,10,0,0,1,0,0,0,,1,0,0,0,1,1,1,60.576923,2.5313129,1,0,1
0,0,0,0,0,0,0,0,0,0,0,151.44351,390.07855,390.07855,390.07855,389.66528,0,12.496587,0,1,0,0,0,1,10,0,0,1,1,7,4165,4.25,1,0,0,0,0,0,1,25.48077,2.3272777,1,0,1
0,13.461538,175,174.48846,171.675,171.675,171.675,171.42749,311.23779,311.23779,311.23779,416.7048,477.69986,477.69986,477.69986,477.19373,0,12.496587,0,0,1,1,0,1,10,0,0,1,1,4,2346,4.25,1,1,0,0,0,0,1,86.057693,1.4278859,1,0,1
0,0,0,0,132.435,344.33099,344.33099,343.83459,337.87753,337.87753,129.9529,165.90227,164.11842,126.24493,0,0,0,12.496587,0,1,0,0,0,0,11,0,0,1,1,5,2040,4.25,1,0,0,0,0,0,0,53.365383,1.7491999,1,0,1
0,0,0,0,0,0,0,0,95.965218,385.04688,176.23242,0,0,0,0,0,1,9.3076916,0,0,1,0,1,0,10,0,1,1,1,2,1920,6,1,1,0,0,1,1,0,10.576923,2.0794415,1,0,1
0,138.46153,0,0,0,95.081535,63.387691,0,0,0,0,66.642509,0,172.90068,0,0,1,9.3076916,0,0,1,0,0,1,9,0,0,1,1,1.75,892.5,4.25,0,1,1,1,1,0,0,16.346153,1.658228,1,0,1
153.32307,0,0,157.03961,155.16779,163.09125,163.09125,223.93605,416.73785,253.24155,231.02737,318.69559,331.09106,331.09106,331.09106,330.7403,1,9.3076916,1,0,0,0,0,1,11,0,0,1,1,4.5,3825,4,0,1,1,0,0,0,1,83.653847,1.9810015,1,0,1
,,,,,,,,,,,,,,,,0,12.496587,1,0,0,0,1,1,9,0,1,1,0,0,0,,,0,1,,,,,,,,1,0
,,,,,,,,,,,,,,,,0,12.496587,0,1,0,0,0,1,9,0,0,0,0,0,0,,1,1,0,0,,,,,,,1,0
20.307692,0,165.67599,91.730766,9.9609232,0,0,21.597151,7.1085348,0,67.605125,278.24075,490.88019,548.01282,548.01282,521.4483,1,9.3076916,1,0,0,0,0,1,8,0,0,1,1,8,1332.5,5.5,1,1,0,0,1,0,1,35.096153,2.1972246,1,0,1
.x,.x,.x,.x,0,0,0,0,146.61353,381.19516,429.1778,484.72318,184.42738,197.60077,109.77821,0,0,12.496587,0,0,0,1,0,1,9,0,0,0,0,0,0,,,1,1,0,0,0,0,.x,1.7917595,1,0,0
0,0,0,0,0,0,0,0,103.66613,248.79872,269.53195,269.29065,294.17633,294.17633,294.17633,293.86465,1,9.3076916,0,0,0,1,0,1,7,0,0,1,0,0,0,,0,0,0,0,1,1,1,45.673077,2.0451088,1,0,1
0,0,0,33.203075,212.80154,95.081535,0,86.072617,91.640862,91.640862,91.640862,74.673325,54.344604,54.344604,54.344604,54.287025,0,12.496587,0,1,0,0,0,1,11,0,0,1,0,0,0,,0,1,0,0,0,0,1,65.865387,.86710054,1,0,1
191.25,147.11539,8,85.533386,127.79411,207.29285,156.96001,89.762009,210.23491,210.23491,210.23491,255.22099,260.61053,260.61053,184.42738,175.67708,1,6.4670324,0,1,0,0,0,0,12,1,0,1,1,1.75,714,4.25,1,0,0,0,0,0,1,.h,2.1972246,1,0,1
32.692307,52.307693,92.307693,239.29846,316.78754,741.24359,552.58978,782.25793,768.70508,592.27124,44.428341,186.10699,281.61768,281.61768,281.61768,281.31931,1,9.3076916,0,1,0,0,0,1,12,1,0,1,1,10,7900,6.6666665,0,1,0,0,0,0,1,79.32692,2.0014801,1,0,1
0,96.92308,0,0,0,0,0,0,0,0,0,0,0,0,363.37619,311.73221,1,6.4670324,0,1,0,0,1,0,10,0,0,1,0,0,0,,1,1,1,0,1,1,1,14.903846,2.1400661,1,0,1
.e,.e,.e,5.8846154,11.470154,149.112,42.258461,78.253708,77.009125,77.009125,77.009125,60.615322,57.084667,57.084667,57.084667,56.963707,1,9.3076916,1,0,0,0,0,0,9,0,0,1,1,10.5,5547,2.8,1,1,0,0,1,1,1,43.22031,.4054651,1,0,0
454.61539,406.15384,433.71088,118.82673,138.09366,170.85179,251.28693,195.91714,171.78958,35.542675,148.72388,237.44344,239.97516,128.44051,17.564512,228.09674,0,12.496587,,,,0,1,0,8,0,0,1,1,9.5,9350,5,0,1,0,0,0,0,1,.h,2.0149031,1,0,0
82.277481,131.72577,.e,.e,.e,.e,0,0,0,0,0,0,0,27.664108,138.32054,0,1,9.3076916,0,1,0,0,0,0,9,0,0,1,1,1.25,875,4.375,1,0,0,0,0,0,0,35.855888,,0,0,0
0,0,290.71521,357.4274,229.67329,.e,.e,.e,.e,.e,.e,377.2738,357.36481,307.37897,570.84668,570.24188,1,9.3076916,1,0,0,0,0,1,10,0,0,1,1,6,1454.25,5.0500002,0,1,0,0,1,1,1,56.172012,2.3025851,1,0,0
0,27.5,247.5,247.90985,288.414,423.79199,423.79199,441.33704,385.04562,88.856682,119.95652,139.94928,155.88506,125.58627,295.30338,356.40115,1,9.3076916,1,0,0,0,0,0,12,1,0,1,0,0,0,,0,1,0,0,1,1,1,72.115387,2.5947216,1,0,1
30,0,0,0,0,72.443077,313.92001,313.46744,308.0365,308.0365,319.88406,384.70093,380.56445,380.56445,380.56445,263.46768,0,12.496587,0,0,1,1,0,1,11,0,0,1,1,2.75,,,1,1,0,0,0,0,0,68.269234,2.3025851,1,0,0
.x,.x,.x,.x,0,0,0,0,44.428341,288.78421,288.78421,288.5257,472.77814,528.98456,528.98456,528.42413,0,19.994539,0,0,1,0,0,0,12,1,0,1,1,11.25,8400,5,1,1,1,1,0,0,1,.x,2.1972246,1,0,0
0,0,0,0,132.435,39.240002,0,0,0,0,0,0,0,0,0,0,1,9.3076916,0,1,0,0,0,1,11,0,0,1,0,0,0,,1,1,0,0,0,0,0,5.7692308,,0,0,1
0,0,0,110.76923,54.332306,264.64362,0,0,0,0,0,248.36183,0,0,0,0,0,12.496587,0,1,0,0,0,1,11,0,0,1,1,.75,420.75,4.25,,1,0,0,0,0,0,16.826923,1.8946168,1,0,0
,,,,,,,,,,,,,,,,0,12.496587,0,0,1,0,0,1,13,1,0,1,1,11.75,5022,5.75,0,0,0,0,,,,,,,1,0
0,0,0,110.0677,235.44,270.16739,270.16739,207.82108,0,0,0,0,103.92337,0,252.78261,298.42657,1,9.3076916,1,0,0,0,0,0,9,0,0,1,1,2.5,700,,0,0,0,0,1,1,1,40.384617,2.0605135,1,0,1
,,,,,,,,,,,,,,,,1,9.3076916,0,1,0,0,0,1,12,1,0,1,1,4.25,6990,7.1999998,1,1,1,0,,,,,,,1,0
0,0,0,0,0,0,0,0,221.40123,221.40123,221.40123,221.20303,151.49393,0,0,0,1,9.3076916,0,0,0,0,0,0,9,0,0,1,0,0,0,,0,1,0,0,1,1,0,26.923077,1.7491999,1,0,1
769.23077,1000,1000,997.0769,603.69232,57.95446,376.70401,144.88615,0,279.89856,303.22342,525.43268,542.30432,542.30432,542.30432,409.88504,1,9.3076916,1,0,0,0,0,1,10,0,0,1,1,,,,0,1,0,0,1,0,1,80.28846,2.2762411,1,0,0
0,0,170.28847,200.66173,45.559902,0,0,0,0,0,0,0,0,199.9427,519.85101,519.30023,1,9.3076916,0,0,1,1,0,0,11,0,0,1,1,7.75,6781,6.25,0,0,0,0,1,1,1,27.884615,2.6144719,1,0,1
17,17,86.230766,152.17693,147.14999,173.56154,200.72769,205.713,202.14896,202.14896,249.243,324.11053,320.62555,281.47131,218.82455,218.59271,0,12.496587,1,0,0,0,0,1,9,0,0,1,1,8.75,595,4.25,1,1,0,0,0,0,1,98.07692,1.7491999,1,0,1
.x,.x,.x,.x,0,0,0,0,0,0,0,0,0,0,0,0,1,9.3076916,0,0,0,0,0,0,9,0,0,1,0,0,0,,1,0,0,0,0,0,0,.x,,0,0,0
0,0,0,0,0,0,14.337692,37.224255,36.579334,36.579334,30.951744,149.75175,82.333656,0,0,0,0,12.496587,0,1,0,0,1,1,12,1,0,0,0,0,0,,0,1,0,0,0,0,0,33.173077,1.8325815,1,0,1
0,0,0,0,67.613541,0,0,0,0,0,84.213921,160.13176,158.40996,158.40996,158.40996,158.24211,1,9.3076916,0,1,0,0,0,1,9,0,0,0,0,0,0,,1,1,0,0,1,1,1,54.807693,1.7137979,1,0,1
87.692307,190,190,175.10692,0,0,39.240002,254.69228,250.27966,250.27966,19.252281,0,0,0,0,0,1,6.4670324,1,0,0,0,0,0,12,1,0,1,1,7.75,6400,5,0,1,0,0,0,0,0,41.346153,,0,0,1
0,0,23.076923,138.46153,227.93604,.e,.e,.e,.e,309.38885,329.94366,344.52881,375.37814,373.38489,366.00122,368.3056,1,9.3076916,1,0,0,0,1,1,9,0,0,1,1,,,10,0,0,0,0,1,1,1,53.47271,2.4849067,1,0,0
0,0,0,91.746742,0,0,209.17938,246.85559,242.57875,74.639618,0,0,0,0,30.152414,82.919136,1,9.3076916,0,0,0,0,0,0,8,0,0,1,0,0,0,,1,1,0,0,1,1,0,27.884615,1.6389967,1,0,0
,,,,,,,,,,,,,,,,0,12.496587,0,0,1,0,0,1,10,0,1,1,1,5,3400,4.25,1,1,1,0,,,,,,,1,0
0,0,0,76.557693,56.596153,170.8501,0,0,0,0,0,0,0,0,0,0,1,9.3076916,0,1,0,0,0,1,10,0,0,1,1,2.25,675,2.5,0,0,1,,1,1,0,11.057693,2.1162555,1,0,0
0,0,0,0,0,0,0,0,12.312704,80.032578,164.85001,247.96504,102.45966,266.39511,224.06464,132.31088,1,9.3076916,0,1,0,0,0,0,11,0,0,0,0,0,0,,1,0,0,0,1,1,1,38.46154,2.010895,1,0,1
90,90,72.346153,37.924614,198.31229,220.72501,220.72501,220.40678,208.8132,192.52281,74.047234,46.559273,99.89817,99.89817,99.89817,154.52176,1,9.3076916,0,1,0,0,0,0,9,0,0,1,1,7.75,1089.5,4.3000002,1,0,0,0,1,1,1,87.019234,1.6389967,1,0,1
0,0,0,0,67.915382,0,0,0,0,136.24692,167.06067,0,0,0,35.129025,228.09674,1,9.3076916,0,1,0,0,1,0,9,0,0,0,0,0,0,,1,0,0,0,1,0,1,15.384615,1.7917595,1,0,1
0,0,236.92308,300.72,274.67999,507.01852,549.2619,548.47003,538.96759,456.04953,103.66613,310.84262,.e,.e,.e,.e,1,9.3076916,0,1,0,0,0,1,12,1,0,1,1,1,736,4.5999999,0,0,0,0,1,1,,46.48716,,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,105.38708,58.548378,0,0,0,12.496587,0,1,0,0,0,0,9,0,0,1,0,0,0,,1,1,1,0,0,0,0,6.7307692,2.0794415,1,0,1
0,296.15384,350,348.97693,343.35001,298.07309,294.29999,293.8757,88.856682,0,0,161.03601,163.08983,174.34023,186.20279,175.75554,0,12.496587,0,1,0,0,0,1,11,0,0,1,1,7.25,3587,4.25,1,0,0,0,0,0,0,43.803745,1.8718022,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,426.23218,307.46954,1,9.3076916,1,0,0,0,0,1,9,0,0,1,0,0,0,,1,0,1,,1,1,1,10.096154,2.0794415,1,0,0
0,0,0,0,0,0,0,0,0,99.963768,144.39211,245.22882,164.40384,164.40384,164.40384,12.646449,1,9.3076916,0,1,0,0,0,1,10,0,0,1,1,8,6772,5.0999999,1,1,0,0,1,1,0,34.134617,1.686399,1,0,1
162,162,162,239.98801,111.07938,56.596153,0,0,155.14377,86.190987,0,0,0,92.213692,252.19713,285.12094,1,9.3076916,1,0,0,0,0,0,10,0,0,1,1,,,4.5,0,1,0,0,1,1,1,32.21154,1.7917595,1,0,0
.e,0,0,0,0,81.498459,353.16,352.65085,346.54108,346.54108,346.54108,567.26941,579.40936,579.40936,579.40936,578.79547,0,12.496587,0,0,1,1,0,1,10,0,0,1,1,,,4.25,1,0,0,0,0,0,1,54.109161,1.9810015,1,0,0
0,0,0,174.54877,228.12022,284.48999,284.48999,284.07986,279.15808,279.15808,279.15808,167.34676,0,0,0,7.5064564,0,19.994539,1,0,0,0,0,0,12,1,0,1,1,4,1612.75,4.5500002,0,1,0,0,0,0,1,52.403847,1.9459101,1,0,1
,,,,,,,,,,,,,,,,1,9.3076916,1,0,0,0,0,1,9,0,0,1,1,,,4.25,,1,0,0,,,,,,,1,0
,,,,,,,,,,,,,,,,1,9.3076916,0,1,0,0,1,0,10,0,0,1,1,3.75,2550,4.25,1,0,1,0,,,,,,,1,0
0,0,0,0,0,0,0,0,228.06549,423.5502,423.5502,423.17102,462.53217,494.73376,494.73376,494.20963,1,9.3076916,0,0,1,0,0,1,13,1,0,1,1,6,5760,5,1,1,0,0,1,1,1,47.115383,2.5649493,1,0,1
.x,.x,.x,.x,.e,.e,.e,.e,0,0,0,.e,.e,.e,.e,308.61169,0,12.496587,0,0,1,1,0,1,10,0,0,1,1,12,13922,4.25,,0,0,0,0,0,1,.x,2.3513753,1,0,0
0,0,73.557693,0,0,0,0,0,0,84.413849,70.344872,178.40506,178.02365,167.52155,135.83223,186.76932,0,12.496587,0,0,1,1,0,0,10,0,0,1,1,2,800,,0,0,0,0,0,0,0,37.01923,1.7578579,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.3076916,0,0,1,1,0,0,8,0,0,0,0,0,0,,1,1,0,0,1,1,0,0,,0,0,1
0,0,0,0,0,0,0,0,0,0,0,276.03061,336.65317,404.34973,93.311478,0,1,9.3076916,0,1,0,0,0,1,10,0,0,0,0,0,0,,1,0,0,0,1,1,0,17.307692,2.1400661,1,0,1
0,0,0,6.4142308,83.385002,156.05446,211.896,97.798157,366.34869,249.79836,211.47891,230.82056,228.33867,228.33867,228.33867,228.09674,1,9.3076916,1,0,0,0,0,0,12,1,0,1,1,5,4256,5.3200002,1,0,0,0,1,1,1,70.67308,1.7917595,1,0,1
160.6993,392.60141,276,287.88553,351.51358,221.05429,180.25874,404.42645,686.41791,577.56842,577.56842,177.6272,95.141113,95.141113,95.141113,95.040314,1,9.3076916,0,1,0,0,0,1,11,0,0,1,1,12,11496,6,,1,0,0,0,0,1,96.634613,2.3749058,1,0,0
