earnq1,earnq2,earnq3,earnq4,earnq5,earnq6,earnq7,earnq8,earnq9,earnq10,earnq11,earnq12,earnq13,earnq14,earnq15,earnq16,treatmnt,dsgn_wgt,white,black,hispanic,eng_sec_language,havekids_at_bline,male,educlevel_at_bline,hsgrad_at_bline,ged_at_bline,everwork_at_bline,wrk_lyr_bline,mos_wrk_lyr_bline,earn_lyr_bline,wage_bline,anywlfr_bline,alcohol_bline,arrest_bline,jail_bline,participate,voc_in_jc,work_wk48,pct_wks_wrk,logwage_wk208,wagenotmiss,attrit,nomiss
0,0,0,0,0,0,0,0,0,0,0,0,0,0,153.30493,83.292793,1,8.9722795,0,1,0,0,0,0,9,0,0,1,1,9.5,4874,5,1,0,0,0,1,1,1,6.7307692,1.7749524,1,0,1
0,0,0,0,103.66613,336.91492,336.91492,336.91492,335.70847,332.9939,307.37897,0,313.96274,.e,.e,308.61169,0,12.496587,0,1,0,0,0,1,9,0,0,1,1,3.5,1690.5,5.75,1,0,0,0,0,0,1,54.109161,2.1102133,1,0,0
0,0,97.798157,0,0,311.88696,311.88696,215.92174,0,0,0,0,0,0,168.89526,291.59695,1,8.9722795,1,0,0,0,0,0,11,0,0,1,1,,,,1,1,0,0,0,0,1,30.288462,1.8718022,1,0,0
0,0,0,22.638462,67.915382,0,46.205475,123.2146,0,0,0,0,0,0,721.77466,938.30701,0,19.994539,1,0,0,0,1,0,10,0,0,1,1,2.75,2327.5,5.29,0,1,0,0,0,0,1,19.711538,3.2188759,1,0,1
0,0,0,0,0,0,0,67.531082,437.38016,433.84348,433.84348,433.84348,450.16855,356.55667,356.55667,413.1438,0,12.496587,0,0,1,1,1,1,11,0,0,1,0,0,0,,0,1,0,0,0,0,1,50.96154,2.2512918,1,0,1
,,,,,,,,,,,,,,,,0,12.496587,0,1,0,0,0,1,11,0,0,1,1,8,9206,4.25,1,1,0,0,,,,,,,1,0
0,0,0,158.46924,105.64616,0,93.4291,120.12313,0,18.826962,247.36688,247.36688,171.254,207.87109,138.58073,0,0,12.496587,0,1,0,0,0,1,8,0,0,0,0,0,0,,,0,0,0,0,0,0,43.26923,1.8718022,1,0,0
4.5276923,58.860001,0,144.88615,34.401161,105.88755,105.88755,105.88755,105.50837,100.37387,280.85657,194.43916,0,84.447632,84.447632,177.62218,1,5.8583708,1,0,0,0,0,0,11,0,0,1,1,,,4.25,0,1,0,0,0,0,1,69.71154,1.8164521,1,0,0
,,,,,,,,,,,,,,,,1,8.9722795,0,1,0,0,0,1,10,0,0,1,1,4.25,2018.75,4.75,1,1,0,0,,,,,,,1,0
0,0,0,0,0,260.64627,308.0365,308.0365,306.93344,304.45157,310.59912,315.8685,314.52985,119.81459,86.612953,319.02438,1,8.9722795,0,1,0,1,0,1,6,0,0,1,0,0,0,,0,0,0,0,1,1,1,58.173077,2.3513753,1,0,1
0,0,0,0,0,0,185.18541,433.41626,381.12195,299.39099,.e,.e,382.21182,326.53085,462.51318,788.17792,0,12.496587,1,0,0,0,0,1,11,0,0,1,1,4.25,3475,5,0,1,0,0,0,0,1,62.640194,2.65926,1,0,0
0,0,0,0,100.39349,435.03848,435.03848,435.03848,433.48065,165.37518,0,172.13223,557.0589,551.72455,551.72455,551.72455,1,8.9722795,0,1,0,0,0,1,11,0,0,1,1,1.25,1435,4.6399999,,0,0,0,1,1,1,55.76923,1.9459101,1,0,0
0,0,0,0,0,0,111.07085,192.99992,284.71228,144.90723,0,177.8407,255.79236,225.19368,97.849541,173.87262,1,8.9722795,1,0,0,0,0,0,9,0,0,0,0,0,0,,0,1,0,0,1,1,1,48.076923,2.0794415,1,0,1
446.76129,0,0,0,0,0,0,0,235.58676,428.13501,487.54538,505.3685,503.22678,545.41766,702.11694,639.43726,0,19.994539,0,1,0,0,0,0,11,0,1,1,1,12,22204,5.5,,1,0,0,0,0,1,53.365383,2.6026897,1,0,0
0,0,0,0,0,0,0,83.969566,362.56512,359.63339,411.27307,357.29147,356.21454,352.80344,352.80344,466.90567,1,8.9722795,0,0,1,0,0,1,10,0,0,1,1,6.75,3724,4.9000001,,1,0,0,1,1,1,50.96154,2.2407095,1,0,0
,,,,,,,,,,,,,,,,1,8.9722795,0,0,1,0,0,0,11,0,1,1,0,0,0,,1,1,0,0,,,,,,,1,0
,,,,,,,,,,,,,,,,0,12.496587,0,1,0,1,0,1,14,0,0,0,0,0,0,,1,0,0,0,,,,,,,1,0
,,,,,,,,,,,,,,,,0,19.994539,0,1,0,1,0,0,12,1,0,0,0,0,0,,1,0,0,0,,,,,,,1,0
13.960384,181.485,198.60533,196.2,214.54147,217.55078,217.55078,101.29662,220.60841,218.82455,222.92294,17.242496,0,0,0,0,1,8.9722795,1,0,0,0,0,0,9,0,0,1,1,5.75,4375,5,1,1,0,0,1,1,0,59.134617,1.7917595,1,0,1
,,,,,,,,,,,,,,,,1,8.9722795,1,0,0,0,0,1,9,0,0,0,0,0,0,,1,1,0,0,,,,,,,1,0
,,,,,,,,,,,,,,,,0,12.496587,0,0,1,0,1,1,11,0,0,1,1,11.75,2996,4.25,1,1,0,0,,,,,,,1,0
189.24924,0,95.081535,62.727406,275.5015,174.38124,185.11809,337.72272,219.92029,376.75879,385.10196,380.56445,170.68951,883.16345,945.81348,968.19958,1,8.9722795,0,1,0,0,0,1,11,0,0,1,0,0,0,,0,1,1,1,0,0,1,84.134613,2.6390574,1,0,1
0,0,0,0,0,44.058105,396.52295,118.47558,306.93344,304.45157,433.258,458.21423,426.32059,422.23816,422.23816,285.10098,1,8.9722795,0,0,1,1,0,1,8,0,0,1,0,0,0,,,0,0,0,1,1,1,54.326923,2.0794415,1,0,0
0,0,0,11.658808,114.53489,124.65852,124.65852,124.65852,124.21213,278.74152,341.67368,345.83795,344.37228,341.07462,281.60037,212.8333,0,12.496587,0,1,0,0,0,1,9,0,0,0,0,0,0,,0,0,0,0,0,0,1,76.442307,1.658228,1,0,1
0,0,0,144.88615,45.276924,0,0,0,213.75642,229.76578,194.41721,170.52214,109.63247,108.87224,0,0,1,8.9722795,0,1,0,0,0,1,10,0,0,1,0,0,0,,1,0,.98792344,1,1,1,0,35.576923,2.1102133,1,0,1
185.63347,183.44701,206.31184,282.52802,417.12494,528.17029,528.17029,528.17029,526.27899,522.02344,120.46695,0,155.90332,506.68579,311.80664,233.85498,0,12.496587,1,0,0,1,0,1,11,0,0,0,0,0,0,,1,1,0,0,0,0,1,80.28846,2.0149031,1,0,1
0,0,0,0,0,0,177.71336,260.64627,145.94135,247.36688,215.16528,70.258049,341.05646,298.8147,337.79053,338.76492,1,8.9722795,1,0,0,0,0,1,8,0,0,0,0,0,0,,,0,1,0,1,1,1,51.923077,2.2512918,1,0,0
0,0,0,15.978981,158.42076,397.65588,358.43243,229.4872,88.264305,0,165.45772,220.61028,245.86696,352.29312,493.72391,423.00851,1,8.9722795,0,1,0,0,0,1,10,0,0,1,1,2.25,1417.5,4.5,1,1,1,0,1,1,1,57.21154,1.83737,1,0,0
311.6261,0,213.93346,342.29355,336.74832,481.30704,111.07085,0,22.687496,294.93744,0,198.76003,321.61624,318.53647,269.53085,237.46385,1,8.9722795,0,1,0,0,1,1,11,0,0,1,1,7,19076,7.4000001,0,0,1,1,1,0,1,53.365383,2.2438962,1,0,1
,,,,,,,,,,,,,,,,0,12.496587,0,1,0,0,0,1,10,0,0,1,1,,,,0,0,0,0,,,,,,,1,0
0,0,0,0,0,0,0,50.648308,28.137949,0,0,0,0,0,0,236.45337,1,8.9722795,1,0,0,0,0,0,11,0,0,1,0,0,0,,0,1,0,0,1,1,1,12.980769,1.7917595,1,0,1
,,,,,,,,,,,,,,,,1,5.8583708,0,1,0,0,0,1,9,0,0,0,0,0,0,,,1,0,0,,,,,,,1,0
280.15765,461.4624,267.31494,0,130.07767,336.91492,336.91492,285.08185,0,0,245.90318,266.39511,265.26614,262.72598,444.61319,525.45197,1,8.9722795,0,1,0,0,0,1,12,0,1,1,1,4,3438,4.5,0,1,1,0,0,0,1,71.634613,1.9459101,1,0,1
0,0,0,252.04153,217.32922,0,0,0,0,0,429.13617,0,0,0,0,0,0,12.496587,0,1,0,0,1,1,10,0,1,1,0,0,0,,0,0,0,0,0,0,0,14.903846,,0,0,1
0,0,0,79.234619,168.69882,313.81219,313.81219,313.81219,312.68845,310.16003,390.07855,390.07855,388.42542,384.70587,384.70587,384.70587,1,5.8583708,0,0,1,0,1,0,11,0,0,1,1,9,9162,5.0900002,1,0,0,0,1,1,1,75,2.3272777,1,0,1
249.13731,44.824154,0,0,41.170265,267.60672,267.60672,267.60672,220.90128,178.8653,257.46649,454.77451,159.15968,72.754883,0,115.48394,1,8.9722795,1,0,0,0,0,0,9,0,0,1,1,7,,,1,1,0,0,1,0,1,49.03846,2.0794415,1,0,0
0,0,0,0,0,0,363.86813,525.58728,508.2717,456.67734,456.67734,526.93536,449.69354,0,0,0,1,8.9722795,1,0,0,0,0,1,12,1,0,1,1,1.5,513,4.75,0,1,0,0,1,1,0,40.865383,2.0794415,1,0,1
0,0,0,0,0,0,0,0,0,0,0,76.734962,285.69608,234.57675,234.57675,234.57675,1,8.9722795,0,0,0,0,0,1,7,0,0,1,1,1.5,765,4.25,1,0,0,0,1,1,1,25,1.8325815,1,0,1
0,0,0,29.339447,68.45871,57.756844,97.001877,99.963768,0,0,0,0,0,0,0,0,1,8.9722795,1,0,0,0,0,0,11,0,0,1,1,9.5,25536,12,0,0,1,0,1,1,0,12.980769,1.7749524,1,0,1
0,0,0,0,0,0,0,0,0,285.42334,298.59671,144.90723,0,0,0,0,1,8.9722795,0,0,1,0,0,1,9,0,0,1,0,0,0,,1,1,1,1,1,1,0,20.192308,2.1102133,1,0,1
,,,,,,,,,,,,,,,,1,5.8583708,0,0,1,0,1,0,9,0,0,1,0,0,0,,1,0,0,0,,,,,,,1,0
69.424614,225.63,225.63,225.63,69.424614,119.95652,259.90579,259.90579,258.7424,256.88101,250.29431,476.04492,493.0032,319.13596,243.95982,243.95982,1,5.8583708,0,0,0,0,0,1,10,0,0,1,1,12,,4.25,0,0,0,0,1,1,1,76.442307,1.8718022,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262.00418,1,8.9722795,0,1,0,0,0,1,10,0,0,1,0,0,0,,0,0,0,0,1,1,1,5.2884617,2.1102133,1,0,1
0,102.47677,198.42612,223.17751,231.51663,250.27966,250.27966,192.52281,119.20647,309.20862,520.9342,559.42975,557.0589,551.72455,551.72455,551.72455,1,8.9722795,1,0,0,0,0,0,11,0,0,0,0,0,0,,1,1,0,0,1,1,1,85.096153,1.9459101,1,0,1
110.54839,178.34579,178.34579,178.34579,194.55551,231.02737,231.02737,231.02737,230.20009,193.20964,262.29672,340.98575,339.54068,336.28925,336.28925,336.28925,1,8.9722795,0,1,0,0,1,1,12,1,0,1,1,8,13670,8.8999996,0,1,0,0,0,0,1,92.78846,2.1927702,1,0,1
.e,.e,.e,.e,.e,0,0,0,0,0,0,0,0,0,0,0,1,8.9722795,1,0,0,0,0,1,,0,0,1,1,4,1792,4.5500002,1,1,0,0,1,1,0,.e,,0,0,0
,,,,,,,,,,,,,,,,1,5.8583708,1,0,0,0,1,1,11,0,0,1,1,1.75,,4.25,,1,0,0,,,,,,,1,0
0,171.14677,247.21201,247.21201,133.11415,0,0,72.566292,287.75009,285.42334,294.2056,296.84027,86.087112,262.72598,242.51628,368.10507,0,11.108077,0,1,0,0,0,1,10,0,0,1,1,4.75,4201,4.3499999,1,1,0,0,0,0,1,65.865387,2.1400661,1,0,1
119.50788,68.934113,68.820923,172.05231,0,0,0,0,233.5889,274.00641,269.32254,574.99939,564.18988,262.72598,262.72598,262.72598,0,11.108077,0,1,0,0,0,0,10,0,0,1,1,12,1152,2,1,1,0,0,0,0,1,62.98077,2.2246234,1,0,1
.x,.x,.x,.x,31.693846,160.6825,417.77451,417.77451,416.27847,412.91241,412.91241,412.91241,127.04998,315.27115,315.27115,278.89371,1,5.8583708,0,0,1,1,0,1,9,0,0,1,1,4.25,4095,8,1,1,0,0,1,0,1,.x,2.1690538,1,0,0
.e,.e,.e,.e,.e,0,0,0,0,0,0,35.129025,227.37099,103.93555,0,0,0,11.108077,0,1,0,0,1,0,10,0,0,1,0,0,0,,1,1,0,0,0,0,0,51.069042,1.7917595,1,0,0
238.24615,273.17078,333.54001,333.54001,133.75581,96.261406,96.261406,96.261406,14.809447,52.913094,277.73886,474.24185,420.77417,180.15495,180.15495,180.15495,1,5.8583708,0,1,0,0,0,0,12,1,0,1,1,12,11360,7,,1,0,0,1,0,1,81.25,2.7080503,1,0,0
150.7,188.65384,235.44,235.44,180.76826,0,0,0,268.56677,184.42738,0,0,0,0,0,144.82408,0,12.496587,0,1,0,0,1,1,9,0,0,1,1,8.75,7310,5,1,1,0,0,0,0,1,36.53846,1.8718022,1,0,1
0,0,0,0,0,0,0,68.123459,110.30421,109.41228,8.4163294,0,0,0,16.239929,23.457676,0,11.108077,0,1,0,0,1,0,10,0,0,1,1,2,1254.25,4.9000001,1,1,0,0,0,0,1,27.403847,.4462871,1,0,1
72.443077,188.35201,188.35201,173.86339,0,0,0,12.106723,156.82381,95.726593,0,0,0,71.455688,309.64133,309.64133,1,5.8583708,0,1,0,0,1,0,12,1,0,1,0,0,0,,1,1,0,0,1,0,1,41.346153,2.1102133,1,0,1
0,201.70869,44.824154,0,40.881554,32.580784,170.60483,63.97681,0,209.31044,214.34143,232.68124,.e,.e,.e,.e,1,8.9722795,0,1,0,0,0,0,9,0,0,1,0,0,0,,,0,0,0,1,1,,35.855888,1.9459101,1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.157268,0,0,11.108077,0,1,0,0,0,1,9,0,0,0,0,0,0,,,0,0,0,0,0,0,3.3653846,0,1,0,0
0,0,0,0,0,0,0,165.86581,306.93344,304.45157,308.54996,312.06284,310.74033,307.76471,307.76471,307.76471,1,5.8583708,0,1,0,0,1,0,10,0,1,0,0,0,0,,1,0,0,0,0,0,1,53.365383,2.1041341,1,0,1
155.43231,38.485386,77.423538,251.6265,198.44539,163.64439,163.64439,163.64439,114.16998,332.9939,332.9939,332.9939,331.58267,328.40747,328.40747,328.40747,0,12.418968,0,0,1,1,0,1,10,0,0,1,1,3.25,2340,4.5,1,1,0,0,0,0,1,88.46154,2.1690538,1,0,1
0,0,0,0,0,0,97.742355,254.13011,253.22009,77.283859,48.30241,209.31044,128.80643,0,0,58.608101,0,11.108077,1,0,0,0,1,0,7,0,0,1,1,4.75,2018.75,4.25,0,1,1,1,0,0,1,26.442308,1.9810015,1,0,1
,,,,,,,,,,,,,,,,1,8.9722795,0,1,0,0,0,1,11,0,0,1,1,5.25,9204,5,,0,1,0,,,,,,,1,0
,,,,,,,,,,,,,,,,1,8.9722795,0,1,0,0,1,1,10,0,,1,1,,,,1,1,0,0,,,,,,,1,0
357.36923,353.16,353.16,353.16,413.15338,462.05475,462.05475,462.05475,460.40018,456.67734,456.67734,456.67734,454.74197,450.38736,450.38736,450.38736,0,12.496587,0,1,0,0,0,1,12,1,0,1,1,8.75,9594,9.5,0,1,0,0,0,0,1,98.557693,2.4849067,1,0,1
,,,,,,,,,,,,,,,,1,8.9722795,1,0,0,0,0,0,9,0,0,1,1,4.25,4764,6,0,0,0,0,,,,,,,1,0
28.846153,0,0,0,0,0,0,0,0,0,0,138.32054,198.94962,197.04448,294.48404,197.04448,1,8.9722795,1,0,0,0,0,0,12,1,0,1,1,12,5801,5.5,0,1,0,0,1,1,1,28.846153,1.9095426,1,0,1
,,,,,,,,,,,,,,,,0,12.496587,0,1,0,0,0,1,10,0,0,1,1,3,2636,5,,0,0,0,,,,,,,1,0
,,,,,,,,,,,,,,,,1,8.9722795,1,0,0,0,0,1,10,0,0,1,1,1.75,1400,5.5,0,1,1,0,,,,,,,1,0
0,0,0,21.883846,109.72127,77.009125,77.009125,77.009125,35.542675,0,0,0,0,170.4543,149.14751,0,1,8.9722795,0,1,0,0,0,0,9,0,0,0,0,0,0,,0,0,0,0,1,1,0,35.576923,1.8164521,1,0,1
0,0,88.742767,245.99922,217.56104,.e,.e,.e,.e,0,0,205.50481,204.63388,202.67432,202.67432,202.67432,0,12.496587,1,0,0,0,0,1,9,0,0,0,0,0,0,,0,0,0,0,0,0,1,51.453407,,0,0,0
141.91779,309.01501,309.01501,85.854103,29.677776,118.9791,118.9791,118.9791,133.62924,301.52414,103.22079,313.39484,312.06668,309.07834,309.07834,309.07834,0,19.994539,1,0,0,0,0,0,9,0,0,1,1,12,2982.5,5,1,1,0,0,0,0,1,85.57692,1.8082888,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.653238,21.653238,1,5.8583708,0,1,0,0,0,1,9,0,0,1,1,2.75,1309,4.25,1,0,1,0,0,0,0,.96153843,3.2188759,1,0,1
0,0,130.39754,65.198769,0,0,0,0,0,0,0,0,0,0,0,311.22922,0,12.496587,0,0,1,0,0,1,9,0,0,0,0,0,0,,,0,0,0,0,0,1,11.057693,1.9459101,1,0,0
,,,,,,,,,,,,,,,,0,19.994539,1,0,0,0,0,0,10,0,0,1,1,1.5,1728,6,0,1,1,0,,,,,,,1,0
,,,,,,,,,,,,,,,,1,8.9722795,1,0,0,0,0,1,9,0,0,1,0,0,0,,,1,1,1,,,,,,,1,0
,,,,,,,,,,,,,,,,1,8.9722795,0,0,1,0,0,1,8,0,0,1,1,4,3115.5,4.5500002,0,0,0,0,,,,,,,1,0
0,0,27.090693,323.88092,227.89926,119.36414,197.26184,213.70032,147.94638,0,168.61932,307.67172,360.00406,27.427437,0,230.96788,0,11.108077,0,1,0,0,0,0,11,0,0,1,1,8,5532,4.75,0,0,0,0,0,0,1,53.365383,2.2512918,1,0,1
0,0,171.675,196.2,0,0,0,0,0,0,0,0,0,0,0,0,0,11.108077,0,1,0,0,0,1,9,0,0,1,0,0,0,,0,1,1,1,0,0,0,7.2115383,,0,0,1
0,0,45.276924,117.72,161.72404,173.27054,119.95652,0,0,0,173.88867,512.59875,549.54773,445.69583,445.69583,569.03271,1,8.9722795,0,0,0,0,0,1,9,0,0,1,0,0,0,,,1,1,,1,1,1,56.73077,2.0689702,1,0,0
,,,,,,,,,,,,,,,,0,19.994539,0,0,1,1,1,0,10,0,0,1,1,7.75,5841,4.25,1,1,1,1,,,,,,,1,0
38.664001,0,0,0,0,0,112.5518,92.41095,92.080032,91.335464,101.87418,102.7524,47.424183,0,0,136.41541,1,8.9722795,0,1,0,0,0,0,12,1,0,1,1,6.75,3855,4.25,1,1,0,0,0,0,1,41.826923,2.1972246,1,0,1
0,0,0,0,0,0,0,28.878422,4.4428344,0,0,0,0,0,0,0,1,8.9722795,0,0,1,0,1,0,8,0,0,0,0,0,0,,1,1,1,0,0,0,0,7.2115383,,0,0,1
,,,,,,,,,,,,,,,,1,8.9722795,0,0,1,1,0,1,10,0,0,1,0,0,0,,,0,0,0,,,,,,,1,0
0,0,84.894234,18.865385,0,0,0,121.28938,261.8526,33.153019,107.58264,0,0,0,0,0,1,8.9722795,0,1,0,0,0,1,9,0,0,0,0,0,0,,1,1,0,0,1,1,0,18.26923,1.9459101,1,0,1
,,,,,,,,,,,,,,,,0,11.108077,0,1,0,0,0,1,10,0,0,1,0,0,0,,0,1,0,0,,,,,,,1,0
882.78613,278.90585,407.49231,313.31631,2290.6797,2264.0684,1983.4629,853.23181,497.71484,513.97321,319.8205,285.42334,284.21371,281.4921,312.95959,499.23273,0,11.108077,0,1,0,0,0,1,10,0,0,1,1,12,44600,7.5,1,0,0,0,0,0,1,89.42308,2.2460148,1,0,1
0,0,0,93.270462,220.91438,350.22861,445.5896,231.02737,230.20009,228.33867,35.129025,0,0,168.89526,225.19368,216.53239,1,8.9722795,0,1,0,0,0,1,10,0,0,1,1,2.75,1870,4.25,1,1,0,0,0,0,1,56.25,2.0149031,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.943604,0,0,12.496587,0,1,0,0,0,1,10,0,0,0,0,0,0,,1,0,.98792344,1,0,0,0,2.8846154,1.540445,1,0,1
0,0,0,0,0,140.21585,303.80099,303.80099,302.7131,210.13013,352.02213,390.07855,388.42542,384.70587,384.70587,384.70587,1,8.9722795,0,1,0,0,0,1,11,0,0,1,0,0,0,,1,1,1,0,0,0,1,63.942307,2.3272777,1,0,1
256.44357,576.828,576.828,0,0,0,0,0,0,118.92639,221.38605,38.422371,0,0,0,41.86293,0,11.108077,0,1,0,0,0,1,11,0,0,1,1,7.5,,5,,1,0,0,0,0,1,29.807692,1.9810015,1,0,0
0,0,0,0,0,0,0,0,287.75009,197.60077,0,0,0,0,0,0,0,11.108077,0,1,0,0,1,0,12,1,0,1,0,0,0,,1,0,0,0,0,0,0,10.576923,,0,0,1
83.00769,372.78,267.13385,264.39838,81.498459,6.1088972,73.306763,99.963768,207.52025,183.14664,239.49945,249.74542,459.57315,554.96167,554.96167,554.96167,0,12.496587,0,1,0,0,0,1,13,1,0,1,1,.75,498.75,4.75,0,1,1,,0,0,1,66.346153,2.6004651,1,0,0
0,0,0,0,28.786055,124.73957,19.190702,0,0,0,0,293.03464,291.79276,200.07593,228.97578,187.34383,1,8.9722795,0,1,0,0,0,0,11,0,0,1,1,2,1747,4.5500002,1,1,0,0,1,1,0,35.096153,1.704748,1,0,1
0,43.013077,186.39,138.321,86.743294,30.715555,87.079552,43.539776,106.06602,139.93062,237.85278,237.85278,109.77821,0,0,0,0,11.108077,0,1,0,0,0,0,12,1,0,1,1,8,6899,4.4000001,0,0,0,0,0,0,0,46.634617,1.8325815,1,0,1
54.615383,0,0,0,151.53723,245.28146,281.56461,43.317635,0,282.40442,121.78062,354.80316,378.95163,375.32281,199.20979,287.55502,1,8.9722795,0,1,0,0,0,1,12,1,0,1,1,10.5,7950,5,0,1,0,0,1,1,1,52.884617,2.3025851,1,0,1
0,0,0,71.028709,121.84235,317.66266,268.79147,111.95942,74.639618,0,0,0,303.16132,300.25824,300.25824,300.25824,0,11.108077,0,1,0,0,1,0,12,1,0,1,0,0,0,,1,0,0,0,0,0,1,48.557693,2.0794415,1,0,1
.x,.x,.x,.x,0,56.868279,184.8219,204.51846,193.03236,191.47148,191.47148,289.92426,289.89801,287.12195,287.12195,287.12195,1,8.9722795,0,1,0,0,0,0,12,1,0,1,1,8.25,6225,4.25,1,1,0,0,0,0,1,.x,2.0347056,1,0,0
138.64154,223.668,223.668,223.668,182.75719,173.51118,173.51118,101.31513,103.02444,177.40158,302.98785,408.21896,535.98785,506.68579,506.68579,467.70996,0,11.108077,1,0,0,0,0,0,9,0,0,1,0,0,0,,0,1,1,0,0,0,0,94.71154,2.0149031,1,0,1
0,0,16.639269,142.65475,.e,0,0,0,0,0,0,70.441017,182.37047,180.6241,180.6241,180.6241,1,5.8583708,1,0,0,0,0,0,9,0,0,0,0,0,0,,1,1,0,0,0,0,1,43.22031,1.704748,1,0,0
148.90384,147.14999,248.54367,147.14999,163.0609,217.93582,217.93582,217.93582,217.15541,215.39948,482.30688,590.50916,468.67499,382.54056,319.02438,319.02438,1,8.9722795,0,1,0,0,1,1,11,0,0,1,1,12,8736,5.5999999,,1,.98792344,1,1,1,1,79.807693,2.1400661,1,0,0
,,,,,,,,,,,,,,,,0,12.496587,0,0,1,1,0,1,9,0,0,1,1,5,4200,5,0,1,0,0,,,,,,,1,0
0,0,10.753269,69.896248,69.392403,304.68344,.e,297.50641,304.64087,299.39099,330.62018,352.83151,382.21182,379.00641,388.69302,362.64307,0,12.496587,1,0,0,0,0,1,12,1,0,1,1,2.5,1858.5,4.5,0,1,0,0,0,0,1,62.640194,2.0668628,1,0,0
126.77538,412.01999,412.01999,412.01999,157.87523,0,0,0,0,0,0,0,0,0,0,0,1,8.9722795,0,1,0,0,0,1,10,0,0,1,0,0,0,,1,1,1,0,1,1,0,23.076923,,0,0,1
0,0,0,67.480728,348.15695,380.27106,380.27106,380.27106,378.90933,375.84546,442.45007,484.07797,482.02649,477.41061,477.41061,477.41061,1,8.9722795,0,1,0,0,0,1,10,0,0,1,1,4.5,1912.5,4.25,,0,0,0,1,1,1,76.442307,2.1377103,1,0,0
90.95192,93.496849,185.409,0,0,79.230545,0,0,0,0,54.889103,237.85278,236.84477,18.044367,0,266.01004,0,11.108077,0,1,0,0,0,1,11,0,0,1,1,1.25,405,4.5,1,1,1,0,0,0,1,37.01923,1.9095426,1,0,1
0,0,105.64616,45.276924,41.466454,269.53195,269.53195,269.53195,231.17801,333.72574,0,0,0,0,0,0,0,12.496587,1,0,0,0,0,1,9,0,0,0,0,0,0,,,1,1,0,0,0,0,37.01923,1.7917595,1,0,0
0,0,0,0,0,0,0,0,0,0,84.163292,168.32658,0,0,0,0,1,8.9722795,0,1,0,0,0,0,8,0,0,1,0,0,0,,1,1,0,0,0,0,0,7.2115383,1.7491999,1,0,1
0,0,0,0,0,0,0,0,0,0,159.83707,179.8167,200.99109,443.93951,0,0,0,11.108077,0,1,0,0,0,1,8,0,0,1,0,0,0,,0,0,0,0,0,0,0,20.192308,2.1400661,1,0,1
,,,,,,,,,,,,,,,,1,8.9722795,0,1,0,0,0,1,11,0,0,1,1,12,8824,7,0,1,1,0,,,,,,,1,0
12.307693,110.92846,190.91769,290.37601,111.68307,29.322706,127.06506,29.322706,0,0,0,193.20964,227.37099,310.07437,275.86227,225.19368,1,8.9722795,0,1,0,0,1,0,9,0,0,1,1,10.5,11790,5,0,0,0,0,1,1,1,56.73077,1.9459101,1,0,1
0,110.92846,101.87308,294.29999,256.23987,250.27966,250.27966,250.27966,249.38342,247.36688,373.24591,574.65234,363.95486,322.77762,322.77762,322.77762,1,8.9722795,1,0,0,0,0,1,10,0,0,1,0,0,0,,0,1,0,0,1,1,1,87.5,2.1517622,1,0,1
.e,.e,.e,.e,141.97658,179.67531,.e,197.47234,201.42506,0,0,0,108.26071,199.85939,153.73799,0,1,5.8583708,0,1,0,0,1,0,8,0,0,0,0,0,0,,1,1,0,0,1,0,0,35.855888,1.8955562,1,0,0
63,0,23.770384,313.27225,321.94174,358.47748,358.47748,358.47748,338.85434,306.73495,94.379982,237.12093,315.5051,408.16354,408.16354,408.16354,1,8.9722795,0,0,1,0,0,1,12,1,0,1,1,12,7676,2.3333333,0,0,0,0,1,1,1,78.365387,2.1102133,1,0,1
0,0,0,0,0,261.23865,261.23865,383.86087,31.988405,0,0,0,0,0,0,0,0,12.496587,1,0,0,0,0,1,11,0,0,0,0,0,0,,0,0,0,0,1,0,0,12.980769,,0,0,0
,,,,,,,,,,,,,,,,0,12.496587,0,1,0,0,1,1,10,0,0,1,1,12,11760,6,1,1,.98792344,1,,,,,,,1,0
83.00769,213.55615,72.711464,15.684846,0,0,0,0,168.39642,241.65842,253.29491,266.32193,159.15968,157.63557,322.35486,316.7869,0,11.108077,1,0,0,0,1,1,9,0,0,1,1,9.75,,,1,1,1,,0,0,1,59.615383,1.7917595,1,0,0
0,0,47.540768,55.992462,238.9922,19.696566,0,87.968117,189.91507,189.98949,287.6189,342.508,341.05646,337.79053,348.51874,309.64133,1,8.9722795,1,0,0,0,0,0,10,0,0,0,0,0,0,,,0,0,0,0,0,1,67.307693,2.1102133,1,0,0
304.03845,490.5,490.5,490.5,518.29193,888.56683,888.56683,888.56683,885.38495,878.22565,928.89252,1097.7821,1093.1298,1082.662,1082.662,1082.662,1,5.8583708,1,0,0,0,0,0,12,1,0,1,1,6.5,11440,5.5,0,1,0,0,0,0,1,97.596153,2.6200392,1,0,1
49.53846,0,0,0,0,46.205475,300.3356,345.81818,0,270.05438,81.016319,0,89.569092,255.12405,270.23242,270.23242,1,8.9722795,1,0,0,0,1,1,11,0,0,1,1,3.25,2527,4.0500002,0,1,0,0,1,1,1,40.384617,1.7917595,1,0,1
